Epoch,Train_Loss,Train_Accuracy,Valid_Loss,Valid_Accuracy,Valid_AUC,Valid_F1
1,0.6383395599780589,0.791635183785946,0.4605705228532519,0.8395641743302679,0.983772450077472,0.8380194707228397
2,0.46669168090591423,0.8360482688119472,0.4090966751269463,0.8562574970011996,0.9860997708776397,0.8550035093900046
3,0.4426393054862505,0.8432708120360904,0.4093210382825706,0.8570571771291483,0.9862568289754289,0.8579693747008652
4,0.43235731303169966,0.8474821103160141,0.39987604915261604,0.8620551779288285,0.9870806498768854,0.8595305546698835
5,0.42640025604618426,0.8479821325392239,0.37763145032142553,0.8689524190323871,0.9875935694502935,0.8687051815168617
6,0.40309022450914406,0.8582603671274279,0.3711916045671175,0.8702518992403039,0.9878538966129123,0.8701648496131387
7,0.40025514840571064,0.8608049246633184,0.3775561321370366,0.8671531387445022,0.9875783763309508,0.8675344309742336
8,0.40321539578646987,0.859927107871461,0.37160853781804043,0.8678528588564575,0.988102479132981,0.8671901111581319
9,0.4015063739860369,0.8581270278679053,0.3684340847677729,0.8715513794482207,0.9881906806325722,0.8701788942061577
10,0.4026026214590136,0.8586937197208765,0.3754664662955809,0.8677528988404638,0.9876454178939276,0.8675572607961384
11,0.3984717854386282,0.8602604560202676,0.3749564968552984,0.8675529788084766,0.9877648774872543,0.8676655423678742
12,0.4018286815314427,0.8605160229343526,0.37578178194464323,0.8690523790483806,0.9878906149210918,0.8685665579742375
13,0.40135538895939016,0.861849415529579,0.36744226819751075,0.8708516593362655,0.9882148277832054,0.8708679071827753
14,0.40005316485526365,0.8606049157740344,0.36635977277656595,0.8705517792882846,0.9881373543307698,0.8697584546318942
