Epoch,Train_Loss,Train_Accuracy,Valid_Loss,Valid_Accuracy,Valid_AUC,Valid_F1
1,1.1575680495346963,0.5805369127516778,0.8904377441080223,0.6933226709316274,0.951486832861963,0.6819438771020142
2,1.0963477575835654,0.6055269123072137,0.8620228256668295,0.7042183126749301,0.952826372580224,0.6990596831411815
3,1.0864867076428075,0.6080048002133428,0.8672832926479829,0.6890243902439024,0.9524080029394825,0.6881558720005394
4,1.0893322701528128,0.6065602915685142,0.865477105180343,0.7020191923230708,0.9522293851463337,0.6990926079195889
5,1.0922125563091043,0.6077492332992578,0.8377873181391124,0.7202119152339065,0.9530454227919198,0.7148091329426295
6,1.0429966086768867,0.6220720920929819,0.839972425346039,0.7202119152339065,0.9551662431472975,0.7175854184495678
7,1.025708306778314,0.6284723765500689,0.8312218730709926,0.7353058776489404,0.9557582404822269,0.7332733228417307
8,1.0159862057050761,0.6325836703853505,0.8346002804475133,0.7205117952818872,0.9566013516794827,0.7190033436836037
9,1.0136111326506734,0.6328503489043957,0.8402476960399159,0.7192123150739704,0.9560083520923571,0.7182389916275244
10,1.0062562390546639,0.6358504822436553,0.8449665851137343,0.7179128348660536,0.9557495204809333,0.7166519358725653
11,1.002003616092205,0.636339392861905,0.8292043968850448,0.7370051979208316,0.9571680341166225,0.7350968749113503
12,1.0005239340574341,0.6387950575581137,0.8451004380562076,0.725609756097561,0.955067415951247,0.7249977023887767
13,1.0027852684101786,0.638206142495222,0.8336903562263601,0.7296081567373051,0.9567054981289785,0.7283129911422616
14,1.0010222711374062,0.6380728032356994,0.83925229635109,0.7255097960815674,0.9562177641354483,0.7245308671168326
15,1.0007572062143013,0.6370949819992,0.8438008428096581,0.7240103958416634,0.955732322047675,0.7223740139345238
16,0.9985683062743217,0.6378172363216142,0.8385884470579291,0.7249100359856058,0.956713049007647,0.7245625507914302
