Epoch,Train_Loss,Train_Accuracy,Valid_Loss,Valid_Accuracy,Valid_AUC,Valid_F1
1,0.918402168746948,0.6566736299391084,1.3315142977957437,0.5359856057576969,0.9361081295793292,0.5021040543894595
2,0.5638430816045608,0.7985799368860839,1.835976604269486,0.5507796881247501,0.8587422229185981,0.5127182257550275
3,0.39435228513603166,0.8617605226898973,0.7334713963497548,0.7379048380647741,0.9741747777619558,0.7240484426537344
4,0.3128762068118067,0.8895617583003689,0.6133496324713827,0.788984406237505,0.9782314999639014,0.7732567832124198
5,0.29069680265466014,0.9003289035068225,1.204234200565875,0.6454418232706918,0.9557793391623223,0.6234047900920263
6,0.17899950345578028,0.9403529045735366,0.14020163944510164,0.953718512594962,0.9981015485446455,0.9536461541597104
7,0.1528006795413113,0.9485977154540202,0.13834275890354727,0.9542183126749301,0.9981520162668596,0.9530279225793363
8,0.13963210618762453,0.9533979287968354,0.14292776711681326,0.9507197121151539,0.9981843443643483,0.9505699426224629
9,0.13569867336340463,0.9550757811458287,0.16173571633582398,0.9436225509796081,0.9981134715005067,0.9433449009864242
10,0.12563852184777513,0.9583425930041335,0.15950209450502484,0.9431227508996401,0.9981847752787113,0.9410673688153257
11,0.10764194730507161,0.9649762211653852,0.08749456926793014,0.9727109156337465,0.9991876085392639,0.9726392636306245
12,0.10473877809075145,0.9659873772167652,0.08453351344432129,0.9737105157936825,0.9992690461742908,0.9734855118955298
13,0.10162333322958743,0.9670652028979065,0.08947520531186673,0.9719112355057977,0.9991793240624884,0.9717162907179809
14,0.1002687982275378,0.9672429885772701,0.08155014217033929,0.9747101159536186,0.9993010809914628,0.974301009123084
15,0.09865193919312334,0.9675096670963154,0.0873815309269721,0.9711115553778489,0.9992124691511522,0.971055634459415
16,0.09712743980497025,0.9684652651228943,0.07924159823573146,0.9749100359856058,0.9993070050509206,0.9747848220862855
17,0.09700675886100364,0.9684763767278546,0.08102379403248733,0.9747101159536186,0.9992777522289423,0.9743543873826963
18,0.09789274728501117,0.9682208098137695,0.0788243432365051,0.9749100359856058,0.9992902264010493,0.9747406472410174
19,0.09606025468413526,0.9687763900617805,0.08000304883733982,0.9745101959216314,0.9992989072008983,0.9744022888784603
20,0.09698176996602689,0.9686541624072181,0.07750728621673746,0.9754098360655737,0.9993445210561186,0.9752010660726721
